1: P1_INFO:position((-1.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.96, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
2: P1_INFO:position((-1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.91, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
3: P1_INFO:position((-1.87, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.87, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
4: P1_INFO:position((-1.82, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
5: P1_INFO:position((-1.78, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
6: P1_INFO:position((-1.74, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
7: P1_INFO:position((-1.69, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
8: P1_INFO:position((-1.65, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
9: P1_INFO:position((-1.60, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
10: P1_INFO:position((-1.56, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
11: P1_INFO:position((-1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
12: P1_INFO:position((-1.47, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
13: P1_INFO:position((-1.47, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(0)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
14: P1_INFO:position((-1.43, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
15: P1_INFO:position((-1.38, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
16: P1_INFO:position((-1.34, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
17: P1_INFO:position((-1.38, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
18: P1_INFO:position((-1.41, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
19: P1_INFO:position((-1.45, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
20: P1_INFO:position((-1.48, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
21: P1_INFO:position((-1.52, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
22: P1_INFO:position((-1.56, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
23: P1_INFO:position((-1.59, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
24: P1_INFO:position((-1.63, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
25: P1_INFO:position((-1.66, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.82, 0.00))guardHealth(3)cancelable(False)dead(False)currentAction(105)isInHitStun(False)
26: P1_INFO:position((-1.70, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.78, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
27: P1_INFO:position((-1.74, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.74, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
28: P1_INFO:position((-1.77, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(2)isInHitStun(False)P2_INFO:position((1.69, 0.00))guardHealth(3)cancelable(True)dead(False)currentAction(1)isInHitStun(False)
