1: P1_INFO:position((-2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
2: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
3: P1_INFO:position((-2.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
4: P1_INFO:position((-2.11, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.96, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
5: P1_INFO:position((-2.14, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.92, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
6: P1_INFO:position((-2.18, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.88, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
7: P1_INFO:position((-2.22, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.84, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
8: P1_INFO:position((-2.25, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.74, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
9: P1_INFO:position((-2.29, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.64, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
10: P1_INFO:position((-2.32, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.54, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
11: P1_INFO:position((-2.36, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.44, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)
