1: P1_INFO:position((-2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((2.00, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)
2: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:2)isInHitStun(False)P2_INFO:position((1.96, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)
3: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.91, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)
4: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.85, 0.00))velocity(3)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
5: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.79, 0.00))velocity(3)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
6: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.73, 0.00))velocity(3)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
7: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.69, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
8: P1_INFO:position((-2.04, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.65, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
9: P1_INFO:position((-1.99, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.61, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
10: P1_INFO:position((-1.95, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.57, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
11: P1_INFO:position((-1.90, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.53, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
12: P1_INFO:position((-1.86, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.49, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
13: P1_INFO:position((-1.82, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.45, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
14: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.41, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
15: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.39, 0.00))velocity(1)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
16: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.37, 0.00))velocity(1)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
17: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.35, 0.00))velocity(1)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
18: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.33, 0.00))velocity(1)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
19: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(1)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
20: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
21: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
22: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
23: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
24: P1_INFO:position((-1.77, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
25: P1_INFO:position((-1.73, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
26: P1_INFO:position((-1.68, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
27: P1_INFO:position((-1.64, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
28: P1_INFO:position((-1.60, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
29: P1_INFO:position((-1.55, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
30: P1_INFO:position((-1.51, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
31: P1_INFO:position((-1.46, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
32: P1_INFO:position((-1.42, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
33: P1_INFO:position((-1.38, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
34: P1_INFO:position((-1.33, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
35: P1_INFO:position((-1.29, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
36: P1_INFO:position((-1.24, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
37: P1_INFO:position((-1.20, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
38: P1_INFO:position((-1.16, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
39: P1_INFO:position((-1.11, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
40: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:1)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
41: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
42: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
43: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:0)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
44: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
45: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
46: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
47: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:115)isInHitStun(False)
48: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
49: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
50: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
51: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
52: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
53: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
54: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
55: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
56: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
57: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
58: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(True)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(True)
59: P1_INFO:position((-1.07, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(3)currentAction:100)isInHitStun(False)P2_INFO:position((1.31, 0.00))velocity(0)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
60: P1_INFO:position((-1.03, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.37, 0.00))velocity(-3)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
61: P1_INFO:position((-0.99, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.43, 0.00))velocity(-3)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
62: P1_INFO:position((-0.95, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.49, 0.00))velocity(-3)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
63: P1_INFO:position((-0.91, 0.00))velocity(2)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.55, 0.00))velocity(-3)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
64: P1_INFO:position((-0.81, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.59, 0.00))velocity(-2)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
65: P1_INFO:position((-0.71, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.63, 0.00))velocity(-2)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
66: P1_INFO:position((-0.61, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.67, 0.00))velocity(-2)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
67: P1_INFO:position((-0.51, 0.00))velocity(5)dead(False)vitalHealth(1)guardHealth(3)currentAction:110)isInHitStun(False)P2_INFO:position((1.71, 0.00))velocity(-2)dead(False)vitalHealth(1)guardHealth(2)currentAction:200)isInHitStun(False)
